714;Latvia;1934721;summer;Danish
715;Czech Republic;1737799;fall;Czech
716;Belarus;1000256;spring;Tetum
717;Tonga;1838960;summer;Bulgarian
718;Pakistan;1396566;spring;Turkmen
719;Bangladesh;475813;winter;Filipino
720;Belize;511207;winter;Slovene
721;Guinea;1719794;winter;Russian
722;Kazakhstan;606801;summer;Serbian
723;Iran;307790;summer;Dutch
724;Sweden;4316;summer;Kazakh
725;Bolivia;1794613;winter;Kinyarwanda
726;Panama;838310;spring;Tetum
727;Austria;1078422;spring;Tigrinya
728;Antigua & Deps;1832057;fall;French
729;Slovenia;423983;fall;Belarusian
730;Sudan;1290906;winter;Moldovan
731;Australia;1957605;spring;Japanese
732;Russian Federation;1141986;spring;Hungarian
733;Argentina;1826142;summer;Croatian
734;Dominican Republic;711631;fall;Georgian
735;Cuba;1593287;fall;Quechua
736;St Lucia;471248;winter;Nepali
737;Guinea;385779;winter;Thai
738;Switzerland;980774;winter;Georgian
739;Nauru;460345;spring;Dhivehi
740;Bosnia Herzegovina;1513192;winter;Ukrainian
741;Thailand;1912776;spring;French
742;Guyana;510781;fall;Turkish
743;Algeria;1039880;spring;Bulgarian
744;Lebanon;1151261;fall;Russian
745;Denmark;478008;summer;Tamil
746;Bahamas;222138;fall;Persian
747;Mauritius;292162;fall;Czech
748;Libya;1024014;spring;Indonesian
749;Montenegro;1214772;fall;Greek
750;Togo;374271;spring;Italian
751;St Lucia;1720667;summer;Bislama
752;East Timor;1420185;fall;Indonesian
753;Fiji;1387866;spring;Amharic
754;Haiti;588060;spring;Bislama
755;Zambia;1131746;spring;Kirundi
756;Italy;959049;fall;Spanish
757;Bulgaria;201313;summer;Dhivehi
758;Benin;1763374;spring;Slovene
759;Rwanda;480709;summer;Hebrew
760;Sudan;1414707;spring;Uzbek
761;Australia;815791;fall;Guaran
762;Guinea-Bissau;1009796;spring;Tetum
763;Zimbabwe;959730;winter;Norwegian
764;Libya;1984357;summer;Guaran
765;Macedonia;1115222;winter;Sinhala
766;Ukraine;1519352;fall;Turkmen
767;Central African Rep;428519;spring;Swazi
768;Guyana;1950460;summer;Bislama
769;Uzbekistan;451351;spring;Belarusian
770;Mauritius;1617461;fall;Tamil
771;United Arab Emirates;1538767;spring;Belarusian
772;Benin;697587;spring;Moldovan
773;Finland;60172;fall;Irish
774;Vanuatu;1973892;spring;Polish
775;Vanuatu;1260864;summer;Russian
776;Pakistan;863505;spring;Uzbek
777;Guinea-Bissau;152380;fall;Polish
778;Colombia;1350790;summer;Malagasy
779;Belize;856366;summer;Hindi
780;Fiji;1288832;spring;Kurdish
781;Lebanon;1607867;summer;Icelandic
782;Malawi;29405;summer;Portuguese
783;Cyprus;917450;fall;Afrikaans
784;Yemen;953022;fall;Azerbaijani
785;Swaziland;681309;summer;Serbian
786;Tuvalu;1822075;summer;Kirundi
787;Algeria;459746;spring;Ukrainian
788;Azerbaijan;1376685;winter;Turkish
789;Greece;1078737;fall;Slovene
790;Cuba;1011750;spring;Latin
791;Vatican City;1681066;fall;Norwegian
792;United Kingdom;130419;fall;Samoan
793;Maldives;761420;winter;Korean
794;Estonia;1365930;winter;Icelandic
795;Austria;1705344;winter;Armenian
796;Albania;761888;spring;Vietnamese
797;Angola;1349804;summer;Mongolian
798;Congo {Democratic Rep};1734303;fall;Lithuanian
799;El Salvador;530249;spring;Dzongkha
800;Greece;1257494;fall;Serbian
801;Peru;1806911;summer;German
802;Portugal;1426486;winter;Persian
803;Nicaragua;331137;fall;English
804;Central African Rep;538544;fall;Burmese
805;Turkey;1972403;spring;Serbian
806;Eritrea;598045;summer;Irish
807;Morocco;1914022;summer;Kazakh
808;Solomon Islands;555903;summer;English
809;Tajikistan;770234;winter;Vietnamese
810;Iceland;621345;summer;Catalan
811;Bangladesh;1687035;fall;Ukrainian
812;Micronesia;566562;spring;Turkish
813;Samoa;524627;summer;Luxembourgish
814;Israel;503352;summer;Kazakh
815;Philippines;352600;summer;Spanish
816;Taiwan;388450;winter;Romansh
817;Antigua & Deps;395155;summer;Nepali
818;Indonesia;1337099;winter;Aymara
819;Bahrain;1896075;spring;Sinhala
820;Dominica;391318;fall;Swazi
821;Afghanistan;315884;winter;Spanish
822;Belarus;200871;summer;Kirundi
823;United Kingdom;189401;summer;Czech
824;United Kingdom;1603945;fall;Bulgarian
825;Malta;1283022;summer;Finnish
826;Japan;618762;fall;Dutch
827;Mozambique;1379808;fall;English
828;Namibia;1876574;spring;Uzbek
829;Bolivia;88688;winter;Bulgarian
830;Syria;1113206;fall;Nauruan
831;Switzerland;1615983;fall;Amharic
832;Ghana;835871;spring;Croatian
833;Vanuatu;962280;fall;Greek
834;Libya;650678;summer;Latvian
835;Eritrea;1558872;fall;Icelandic
836;Micronesia;719020;fall;Slovak
837;Tajikistan;823450;winter;Tetum
838;Mozambique;1838288;winter;Malay
839;Thailand;1767694;fall;Russian
840;Marshall Islands;1073886;summer;English
841;Yemen;986409;winter;Korean
842;Uzbekistan;613676;summer;Kirundi
843;Estonia;640895;summer;Khmer
844;Greece;523031;spring;Polish
845;Brunei;495063;fall;Hebrew
846;France;587380;winter;Kirghiz
847;Jamaica;1752667;fall;Dutch
848;Algeria;323012;winter;Urdu
849;Spain;637363;winter;Indonesian
850;Israel;236698;spring;Spanish
851;Costa Rica;1154338;fall;Arabic
852;Eritrea;1380683;spring;Persian
853;Dominica;1470490;spring;Luxembourgish
854;Somalia;47151;summer;Albanian
855;Guinea-Bissau;1934993;spring;Danish
856;United Arab Emirates;166199;spring;English
857;Micronesia;1384187;spring;English
858;Costa Rica;200374;spring;Belarusian
859;Palau;1138838;winter;Armenian
860;Monaco;39308;fall;Estonian
861;Tonga;1775807;spring;Malagasy
862;Sri Lanka;1335173;spring;Afrikaans
863;Tanzania;1774104;winter;Aymara
864;Gambia;727423;winter;Tswana
865;Gambia;1197318;fall;Filipino
866;Ghana;1778447;winter;Uzbek
867;Tanzania;145203;fall;Tigrinya
868;Guatemala;1325259;spring;Serbian
869;South Africa;984616;summer;Kazakh
870;East Timor;1995842;winter;Slovene
871;Oman;1064183;spring;Creole
872;Nepal;189646;summer;Macedonian
873;Panama;408305;fall;Lithuanian
874;St Lucia;1857713;spring;Polish
875;Afghanistan;1513334;fall;Burmese
876;Samoa;515747;winter;Hungarian
877;Gabon;488138;summer;Tajik
878;Morocco;188999;winter;Swazi
879;Burundi;1025954;winter;Bosnian
880;Germany;1463284;fall;Maltese
881;Mozambique;1260372;summer;French
882;Seychelles;520064;summer;Dhivehi
883;Mexico;534066;spring;Albanian
884;Guinea-Bissau;772311;fall;Kinyarwanda
885;Guatemala;1141043;fall;Vietnamese
886;Kyrgyzstan;1098274;winter;Somali
887;Serbia;185115;spring;Norwegian
888;Ethiopia;491791;spring;Swahili
889;Bosnia Herzegovina;584564;winter;Hungarian
890;United States;1170913;spring;Nauruan
891;Senegal;378557;summer;Indonesian
892;Palau;651050;summer;Swazi
893;Georgia;1342649;summer;Arabic
894;Barbados;1342115;winter;Guaran
895;Moldova;802190;fall;Swahili
896;Swaziland;160451;fall;Nepali
897;South Africa;112522;spring;Swahili
898;Djibouti;1036341;summer;Armenian
899;Lesotho;381284;winter;Lithuanian
900;Myanmar, {Burma};927461;spring;Spanish
901;Switzerland;827218;fall;Tongan
902;Central African Rep;1143430;summer;Korean
903;Romania;1437347;fall;Tswana
904;Bulgaria;1022123;winter;German
905;Denmark;1481547;spring;Maltese
906;Namibia;454214;fall;Hebrew
907;Marshall Islands;1911019;summer;Azerbaijani
908;Armenia;731106;fall;Armenian
909;South Africa;1494079;winter;Tamil
910;Moldova;1967465;spring;Sinhala
911;Papua New Guinea;1900426;winter;Amharic
912;Iraq;126293;fall;Romanian
913;Albania;1704503;spring;Tetum
914;Mali;24063;winter;Catalan
915;New Zealand;829607;winter;Icelandic
916;Iraq;444048;fall;Chinese
917;Azerbaijan;420285;fall;Icelandic
918;Guinea;1980936;summer;Japanese
919;Comoros;1481369;summer;Albanian
920;Serbia;1056258;fall;Dhivehi
921;Russian Federation;606620;fall;Czech
922;Malawi;1861315;summer;Macedonian
923;Guinea-Bissau;1942471;spring;Ukrainian
924;Solomon Islands;322338;fall;Finnish
925;Ukraine;1516069;spring;Moldovan
926;Bolivia;237969;spring;Latin
927;Italy;1901530;fall;Albanian
928;Algeria;886614;winter;Khmer
929;Bulgaria;295647;spring;Creole
930;Azerbaijan;760928;summer;Bislama
931;Czech Republic;262965;spring;English
932;Ireland {Republic};538647;spring;Romanian
933;Brunei;1335256;winter;Persian
934;Zimbabwe;1341851;fall;Kinyarwanda
935;Peru;1645300;winter;Swedish
936;Ireland {Republic};1990812;fall;Slovak
937;Azerbaijan;939997;spring;Romanian
938;Palau;1928521;fall;Swedish
939;Vatican City;886954;winter;Kirundi
940;Montenegro;1923278;summer;Moldovan
941;Benin;395001;summer;Spanish
942;Indonesia;1823327;spring;Urdu
943;Slovakia;1856872;winter;Indonesian
944;Russian Federation;978222;spring;Malay
945;Senegal;512294;winter;Hungarian
946;Seychelles;761282;summer;Portuguese
947;Namibia;1377619;spring;Kirundi
948;Equatorial Guinea;544207;spring;Persian
949;Indonesia;50390;winter;Dutch
950;United States;331440;summer;Burmese
951;Belgium;1523771;winter;Moldovan
952;Djibouti;899211;spring;Mongolian
953;Argentina;829647;spring;Estonian
954;Chad;1262060;summer;Tajik
955;Latvia;1832357;spring;Macedonian
956;Mauritania;1944921;winter;Tigrinya
957;Jamaica;856476;summer;Kirundi
958;Mali;721979;fall;Estonian
959;Georgia;34173;summer;Belarusian
960;Central African Rep;275037;winter;Dari
961;Montenegro;1043366;winter;Amharic
962;Greece;362072;summer;Norwegian
963;Cuba;1886149;spring;Estonian
964;Germany;22928;summer;Hindi
965;Papua New Guinea;1254489;fall;Bosnian
966;Gabon;289017;summer;Norwegian
967;United Arab Emirates;972229;summer;Persian
968;Kosovo;681958;winter;Dutch
969;Belize;1184693;summer;Kazakh
970;Finland;160904;fall;Lithuanian
971;Italy;452232;fall;Bengali
972;Congo;865697;summer;Lao
973;Libya;1626772;spring;Hebrew
974;Monaco;808406;summer;Swazi
975;Brunei;164236;summer;Kazakh
976;Central African Rep;1585266;fall;Finnish
977;Uganda;1214416;winter;Quechua
978;Trinidad & Tobago;546607;winter;Lao
979;Gambia;1519493;winter;Danish
980;Tunisia;372871;fall;Thai
981;Solomon Islands;1433398;spring;Luxembourgish
982;Seychelles;28758;summer;Latin
983;Zimbabwe;39322;winter;Greek
984;Portugal;985690;fall;Maltese
985;Cambodia;25345;spring;Arabic
986;Latvia;459693;winter;Romansh
987;Suriname;1496150;fall;Polish
988;St Kitts & Nevis;557234;winter;Romanian
989;Turkmenistan;178975;winter;Slovene
990;Slovenia;1555972;fall;Latvian
991;Greece;1537467;summer;Bulgarian
992;Myanmar, {Burma};604457;winter;Indonesian
993;Moldova;1514609;fall;Khmer
994;Iran;555577;spring;Ukrainian
995;Myanmar, {Burma};1339368;fall;Sinhala
996;Cyprus;922637;summer;Amharic
997;Madagascar;109972;summer;Azerbaijani
998;Colombia;1512137;winter;Croatian
999;Singapore;1058957;summer;Burmese
1000;Israel;1011177;summer;Romansh
